time	d_stereo	d_prop	d_filter	velo	acc	status
1526674405.967161	100.000000	100.000000	89.490964	169.336603	0.000000	0
1526674406.484394	100.000000	100.000000	93.936094	8.594221	0.000000	0
1526674406.724895	100.000000	100.000000	95.825537	7.856807	0.000000	0
1526674406.940441	100.000000	100.000000	96.892429	4.950081	0.000000	0
1526674407.142102	100.000000	100.000000	97.586832	3.443655	0.000000	0
1526674407.360808	100.000000	100.000000	98.078354	2.247597	0.000000	0
1526674407.569687	100.000000	100.000000	98.445358	1.757310	0.000000	0
1526674407.783346	100.000000	100.000000	98.729243	1.328692	0.000000	0
1526674408.000685	100.000000	100.000000	98.954137	1.034875	0.000000	0
1526674408.259496	100.000000	100.000000	99.135229	0.699736	0.000000	0
1526674408.467480	100.000000	100.000000	99.282699	0.709104	0.000000	0
1526674408.677937	100.000000	100.000000	99.403725	0.575103	0.000000	0
1526674408.896565	100.000000	100.000000	99.503586	0.456796	0.000000	0
1526674409.110300	100.000000	100.000000	99.586294	0.386991	0.000000	0
1526674409.332965	100.000000	100.000000	99.654972	0.308484	0.000000	0
1526674409.571876	100.000000	100.000000	99.712105	0.239144	0.000000	0
1526674409.773583	100.000000	100.000000	99.759694	0.235963	0.000000	0
1526674410.001106	100.000000	100.000000	99.799367	0.174389	0.000000	0
1526674410.210968	100.000000	100.000000	99.832463	0.157706	0.000000	0
1526674410.428657	100.000000	100.000000	99.860082	0.126885	0.000000	0
1526674410.640299	100.000000	100.000000	99.883139	0.108949	0.000000	0
1526674410.878325	100.000000	100.000000	99.902390	0.080886	0.000000	0
1526674411.104030	100.000000	100.000000	99.918467	0.071235	0.000000	0
1526674411.324032	100.000000	100.000000	99.931894	0.061040	0.000000	0
1526674411.565672	100.000000	100.000000	99.943109	0.046415	0.000000	0
1526674411.781400	100.000000	100.000000	99.952476	0.043425	0.000000	0
1526674412.011716	100.000000	100.000000	99.960301	0.033977	0.000000	0
1526674412.232073	100.000000	100.000000	99.966837	0.029663	0.000000	0
1526674412.454168	100.000000	100.000000	99.972297	0.024585	0.000000	0
1526674412.683157	100.000000	100.000000	99.976858	0.019919	0.000000	0
1526674412.905205	100.000000	100.000000	99.980668	0.017160	0.000000	0
1526674413.153999	100.000000	100.000000	99.983850	0.012793	0.000000	0
1526674413.378887	100.000000	100.000000	99.986509	0.011823	0.000000	0
1526674413.622171	100.000000	100.000000	99.988730	0.009130	0.000000	0
1526674413.845514	100.000000	100.000000	99.990585	0.008308	0.000000	0
1526674414.069096	100.000000	100.000000	99.992135	0.006933	0.000000	0
1526674414.283995	100.000000	100.000000	99.993430	0.006026	0.000000	0
