time	d_stereo	d_prop	d_filter	velo	acc	status
1526670398.036739	100.000000	100.000000	89.490964	369.264104	0.000000	0
1526670398.164436	100.000000	100.000000	93.936094	34.812712	0.000000	0
1526670398.257792	100.000000	100.000000	95.825537	20.240183	0.000000	0
1526670398.348270	100.000000	100.000000	96.892429	11.792758	0.000000	0
1526670398.436090	100.000000	100.000000	97.586832	7.907820	0.000000	0
1526670398.537270	100.000000	100.000000	98.078354	4.858229	0.000000	0
1526670398.627280	100.000000	100.000000	98.445358	4.077685	0.000000	0
1526670398.714802	100.000000	100.000000	98.729243	3.243905	0.000000	0
1526670398.802424	100.000000	100.000000	98.954137	2.566841	0.000000	0
1526670398.890445	100.000000	100.000000	99.135229	2.057676	0.000000	0
1526670398.987549	100.000000	100.000000	99.282699	1.518787	0.000000	0
