time	d_stereo	d_prop	d_filter	velo	acc	status
1526820268.182685	100.000000	100.000000	88.308962	102.135737	0.000000	0
1526820268.442764	100.000000	100.000000	93.500005	19.959950	0.000000	0
1526820268.568667	100.000000	100.000000	95.597588	16.660959	0.000000	0
1526820268.694475	100.000000	100.000000	96.751344	9.171411	0.000000	0
1526820268.822791	100.000000	100.000000	97.490450	5.760396	0.000000	0
1526820268.960165	100.000000	100.000000	98.008221	3.769317	0.000000	0
1526820269.080897	100.000000	100.000000	98.392124	3.179979	0.000000	0
1526820269.211918	100.000000	100.000000	98.687649	2.255706	0.000000	0
1526820269.327411	100.000000	100.000000	98.920978	2.020426	0.000000	0
1526820269.451064	100.000000	100.000000	99.108422	1.516106	0.000000	0
1526820269.572761	100.000000	100.000000	99.260812	1.252195	0.000000	0
1526820269.706137	100.000000	100.000000	99.385733	0.936656	0.000000	0
1526820269.816134	100.000000	100.000000	99.488725	0.936390	0.000000	0
1526820269.936356	100.000000	100.000000	99.573976	0.709187	0.000000	0
1526820270.058371	100.000000	100.000000	99.644739	0.579986	0.000000	0
1526820270.183861	100.000000	100.000000	99.703590	0.468989	0.000000	0
1526820270.312244	100.000000	100.000000	99.752599	0.381769	0.000000	0
1526820270.423857	100.000000	100.000000	99.793452	0.366045	0.000000	0
1526820270.548060	100.000000	100.000000	99.827527	0.274402	0.000000	0
1526820270.669590	100.000000	100.000000	99.855963	0.233993	0.000000	0
1526820270.808127	100.000000	100.000000	99.879700	0.171351	0.000000	0
1526820270.937623	100.000000	100.000000	99.899519	0.153055	0.000000	0
1526820271.064402	100.000000	100.000000	99.916069	0.130551	0.000000	0
1526820271.194833	100.000000	100.000000	99.929891	0.105979	0.000000	0
1526820271.330136	100.000000	100.000000	99.941436	0.085330	0.000000	0
1526820271.461621	100.000000	100.000000	99.951079	0.073342	0.000000	0
1526820271.580272	100.000000	100.000000	99.959134	0.067894	0.000000	0
1526820271.700798	100.000000	100.000000	99.965862	0.055827	0.000000	0
1526820271.827827	100.000000	100.000000	99.971482	0.044248	0.000000	0
1526820271.955504	100.000000	100.000000	99.976177	0.036774	0.000000	0
1526820272.093021	100.000000	100.000000	99.980099	0.028522	0.000000	0
1526820272.219872	100.000000	100.000000	99.983376	0.025832	0.000000	0
1526820272.350103	100.000000	100.000000	99.986112	0.021016	0.000000	0
1526820272.480674	100.000000	100.000000	99.988399	0.017512	0.000000	0
1526820272.612827	100.000000	100.000000	99.990309	0.014453	0.000000	0
1526820272.739806	100.000000	100.000000	99.991904	0.012566	0.000000	0
1526820272.870932	100.000000	100.000000	99.993237	0.010165	0.000000	0
1526820273.002380	100.000000	100.000000	99.994350	0.008471	0.000000	0
1526820273.133507	100.000000	100.000000	99.995280	0.007094	0.000000	0
1526820273.255553	100.000000	100.000000	99.996057	0.006367	0.000000	0
1526820273.383863	100.000000	100.000000	99.996706	0.005059	0.000000	0
1526820273.510819	100.000000	100.000000	99.997249	0.004271	0.000000	0
1526820273.652044	100.000000	100.000000	99.997702	0.003208	0.000000	0
1526820273.768704	100.000000	100.000000	99.998080	0.003244	0.000000	0
1526820273.903963	100.000000	100.000000	99.998396	0.002337	0.000000	0
1526820274.027818	100.000000	100.000000	99.998660	0.002132	0.000000	0
1526820274.156755	100.000000	100.000000	99.998881	0.001711	0.000000	0
1526820274.270024	100.000000	100.000000	99.999065	0.001627	0.000000	0
1526820274.395616	100.000000	100.000000	99.999219	0.001226	0.000000	0
1526820274.525201	100.000000	100.000000	99.999347	0.000992	0.000000	0
1526820274.654713	100.000000	100.000000	99.999455	0.000829	0.000000	0
1526820274.768229	100.000000	100.000000	99.999545	0.000791	0.000000	0
1526820274.899040	100.000000	100.000000	99.999620	0.000573	0.000000	0
1526820275.025910	100.000000	100.000000	99.999682	0.000494	0.000000	0
1526820275.161424	100.000000	100.000000	99.999735	0.000386	0.000000	0
1526820275.271741	100.000000	100.000000	99.999778	0.000396	0.000000	0
1526820275.407504	100.000000	100.000000	99.999815	0.000269	0.000000	0
1526820275.527292	100.000000	100.000000	99.999845	0.000255	0.000000	0
1526820275.646319	100.000000	100.000000	99.999871	0.000214	0.000000	0
1526820275.777036	100.000000	100.000000	99.999892	0.000163	0.000000	0
1526820275.923493	100.000000	100.000000	99.999910	0.000121	0.000000	0
1526820276.052392	100.000000	100.000000	99.999925	0.000115	0.000000	0
1526820276.163044	100.000000	100.000000	99.999937	0.000112	0.000000	0
1526820276.290756	100.000000	100.000000	99.999947	0.000081	0.000000	0
1526820276.413897	100.000000	100.000000	99.999956	0.000070	0.000000	0
1526820276.542416	100.000000	100.000000	99.999963	0.000056	0.000000	0
1526820276.673240	100.000000	100.000000	99.999969	0.000046	0.000000	0
1526820276.798465	100.000000	100.000000	99.999974	0.000040	0.000000	0
1526820276.920837	100.000000	100.000000	99.999979	0.000034	0.000000	0
1526820277.052035	100.000000	100.000000	99.999982	0.000027	0.000000	0
1526820277.189881	100.000000	100.000000	99.999985	0.000021	0.000000	0
1526820277.323956	100.000000	100.000000	99.999988	0.000018	0.000000	0
1526820277.457574	100.000000	100.000000	99.999990	0.000015	0.000000	0
1526820277.584608	100.000000	100.000000	99.999991	0.000014	0.000000	0
1526820277.711528	100.000000	100.000000	99.999993	0.000011	0.000000	0
1526820277.840316	100.000000	100.000000	99.999994	0.000009	0.000000	0
1526820277.970777	100.000000	100.000000	99.999995	0.000008	0.000000	0
1526820278.089686	100.000000	100.000000	99.999996	0.000007	0.000000	0
1526820278.223432	100.000000	100.000000	99.999996	0.000005	0.000000	0
1526820278.355081	100.000000	100.000000	99.999997	0.000004	0.000000	0
1526820278.479624	100.000000	100.000000	99.999998	0.000004	0.000000	0
1526820278.605035	100.000000	100.000000	99.999998	0.000003	0.000000	0
1526820278.734829	100.000000	100.000000	99.999998	0.000003	0.000000	0
1526820278.852849	100.000000	100.000000	99.999999	0.000002	0.000000	0
1526820278.988182	100.000000	100.000000	99.999999	0.000002	0.000000	0
1526820279.115572	100.000000	100.000000	99.999999	0.000002	0.000000	0
1526820279.245808	100.000000	100.000000	99.999999	0.000001	0.000000	0
1526820279.373325	100.000000	100.000000	99.999999	0.000001	0.000000	0
1526820279.498079	100.000000	100.000000	99.999999	0.000001	0.000000	0
1526820279.628095	100.000000	100.000000	100.000000	0.000001	0.000000	0
1526820279.765691	100.000000	100.000000	100.000000	0.000001	0.000000	0
1526820279.893965	100.000000	100.000000	100.000000	0.000001	0.000000	0
1526820280.024943	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820280.149551	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820280.263528	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820280.382266	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820280.513961	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820280.645147	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820280.777045	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820280.906854	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820281.042025	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820281.161439	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820281.308132	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820281.437139	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820281.568254	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820281.687370	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820281.809512	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820281.944212	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820282.075086	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820282.186434	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820282.328486	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820282.455445	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820282.576737	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820282.710329	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820282.845020	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820282.978889	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820283.103744	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820283.220116	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820283.353707	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820283.480641	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820283.618084	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820283.749825	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820283.888101	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820284.009466	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820284.135916	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820284.264582	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820284.395235	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820284.512944	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820284.648204	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820284.775494	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820284.902527	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820285.031802	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820285.162789	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820285.280858	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820285.412331	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820285.529019	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820285.656647	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820285.785654	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820285.920746	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820286.048655	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820286.159140	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820286.288889	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820286.408046	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820286.520636	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820286.649156	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820286.777360	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820286.909461	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820287.032546	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820287.162717	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820287.281592	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820287.415506	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820287.544507	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820287.661999	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820287.779286	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820287.906697	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820288.034038	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820288.169619	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820288.295767	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820288.423834	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820288.560008	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820288.690942	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820288.824900	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820288.957373	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820289.085728	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820289.215431	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820289.345911	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820289.473272	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820289.600083	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820289.719585	100.000000	100.000000	100.000000	0.000000	0.000000	0
1526820289.840680	100.000000	100.000000	100.000000	0.000000	0.000000	0
